Institution;Project_Name;Station;Location;Country;Site_Name;Site_ID;Site_Code;Latitude;Longitude;Easting;Northing;Projection;Datum;Transect;Transect_Direction;Transect_Length;Depth;Quad;Habitat;Water_Quality;Image_Date;Image_Time;Photographer;Camera;Lens;Analysis_Date;Analysis_Tech;File_Name;Image_Name;Total_Points;Point_Number;Class_ID;ID_Name;ID_Code;Sub-category;Major_Category;Notes;X;Y
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;1;;Distromium skottsbergii;;DIST;Algae;;3693;182
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;2;;Distromium skottsbergii;;DIST;Algae;;2283;2831
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;3;;Colpomenia sinuosa;;COLP;Algae;TITA;2891;184
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;4;;Dictyota sp.;;DICT;Algae;;2219;2903
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;5;;Shadow;;S;tape, wand, shadow;;71;1446
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;6;;Indeterminado;;INDET;Algae;;166;941
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;7;;Shadow;;S;tape, wand, shadow;;725;2656
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;8;;Padina fernandeziana;;PAD;Algae;;3372;1827
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;9;;Distromium skottsbergii;;DIST;Algae;SEDf;3664;1182
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;10;;Padina fernandeziana;;PAD;Algae;;3979;2719
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;11;;Indeterminado;;INDET;Algae;SEDf;1910;2276
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;12;;Distromium skottsbergii;;DIST;Algae;;3479;1419
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;13;;Roca;;RO;sand, pavimment, rubble;;3755;1064
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;14;;Indeterminado;;INDET;Algae;;416;1737
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;15;;Distromium skottsbergii;;DIST;Algae;;1996;123
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;16;;Crustosa rosada;;CRpink;Algae;EPI;599;2018
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;17;;Distromium skottsbergii;;DIST;Algae;;2411;1683
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;18;;Corallina sp.;;COR;Algae;;957;1839
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;19;;Colpomenia sinuosa;;COLP;Algae;;2889;402
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;20;;Shadow;;S;tape, wand, shadow;;414;758
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;21;;Distromium skottsbergii;;DIST;Algae;;2607;1184
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;22;;Distromium skottsbergii;;DIST;Algae;SEDf;3365;1173
;F1154094;;Juan Fernandez;Chile;El Frances;;EF;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1154.JPG;50;23;;Shadow;;S;tape, wand, shadow;;3596;2904
